"사업장","공장","SafeSeal타입","반입번호","제조오더번호","SN","기존 SN","신규 SN","사용자재목록","사용수량목록","최종공정","상태"
"HSIONES","P2","REFURB","260601-072-5","T226060100143","A0506293 137485318","9000174472 4425 01793","9000174472 4625 20043","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-072-5","T226060100143","A0506293 137485318","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-072-6","T226060100144","A0506293 194118901","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260601-071-1","T226060100145","A0506293 193540609","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260601-071-2","T226060100146","A0506293 193540602","","","","","WET","작업대기"
"HSIONES","P2","WIPE DOWN","260601-071-3","T226060100147","A0506293 193540607","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260601-071-4","T226060100148","A0506293 193540608","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260601-071-5","T226060100149","A0506293 193540606","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-6","T226060100150","A0496495 171644917","9000174472 3525 20017","9000174472 1625 20027","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-6","T226060100150","A0496495 171644917","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-071-7","T226060100151","A0496495 168846631","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-071-8","T226060100152","A0496495 171156008","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-9","T226060100153","A0563802 171644916","9000174472 1325 01240","9000174472 4825 20019","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-9","T226060100153","A0563802 171644916","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-071-10","T226060100154","A0496495 169372503","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-071-11","T226060100155","A0496495 173426307","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-12","T226060100156","A0563802 179773103","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260601-071-12","T226060100156","A0563802 179773103","9000174472 3025 20011","9000174472 4925 20021","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-071-13","T226060100157","A0496495 168846626","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-073-2","T226060200003","A0529179 150247310","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-073-2","T226060200003","A0529179 150247310","9000040639 0220 00010","9000040639 3520 00030","A0526894","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-073-3","T226060200004","A0529179 147504004","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-073-3","T226060200004","A0529179 147504004","9000040639 1520 00009","9000040639 3520 00039","A0526894","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-1","T226060200057","A0563802 206703919","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-1","T226060200057","A0563802 206703919","9000174472 3325 20030","9000174472 1725 20027","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-2","T226060200058","A0596863 256261204","","","A0477606","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-2","T226060200058","A0596863 256261204","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-2","T226060200058","A0596863 256261204","9000174472 4925 01242","9000174472 3425 01559","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-3","T226060200059","A0596863 250014416","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-3","T226060200059","A0596863 250014416","","","A0477606","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-071-4","T226060200060","A0596863 250014409","","","A0473041","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-071-5","T226060200061","A0596863 250014405","","","A0473041","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-12","T226060200065","A0596863 237436409","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-071-12","T226060200065","A0596863 237436409","9000174472 0225 01165","9000174472 3125 01485","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-1","T226060400002","A0506293 234923607","9000174472 4523 20024","9000174472 2025 01341","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-1","T226060400002","A0506293 234923607","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-2","T226060400003","A0506293 231454608","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-3","T226060400004","A0506293 242241704","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-4","T226060400005","A0506293 246714914","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-5","T226060400006","A0506293 246714903","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-6","T226060400007","A0506293 240003118","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-7","T226060400008","A0506293 223715718","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-8","T226060400009","A0506293 228614301","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-9","T226060400010","A0506293 219353602","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-10","T226060400011","A0506293 213557411","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-11","T226060400012","A0506293 219353633","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-12","T226060400013","A0506293 231454611","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-13","T226060400014","A0506293 219353628","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-14","T226060400015","A0506293 223715706","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-15","T226060400016","A0506293 238339803","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-16","T226060400017","A0506293 219353618","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-17","T226060400018","A0506293 219353606","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-18","T226060400019","A0506293 219114415","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-19","T226060400020","A0506293 137079704","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-19","T226060400020","A0506293 137079704","9000174472 2825 01611","9000174472 2025 01353","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-20","T226060400021","A0506293 137485310","9000040639 0423 20014","9000174472 4925 20020","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-20","T226060400021","A0506293 137485310","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-21","T226060400022","A0506293 178290314","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-21","T226060400022","A0506293 178290314","9000174472 4125 20026","9000174472 2025 01368","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-22","T226060400023","A0503421 125440613","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-23","T226060400024","A0506293 235632808","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-24","T226060400025","A0503421 127457612","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-25","T226060400026","A0506293 233207203","9000174472 0624 20022","9000174472 2025 01348","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-25","T226060400026","A0506293 233207203","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-26","T226060400027","A0506293 246714823","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260602-072-26","T226060400027","A0506293 246714823","9000174472 2425 01490","9000174472 0426 01920","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260602-072-27","T226060400028","A0506293 235632802","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260604-072-1","T226060400091","A0506293 219353610","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260604-072-2","T226060400092","A0506293 213557406","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-071-2","T226060500011","A0505752 196455912","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-071-4","T226060500013","A0505752 196455910","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260605-071-6","T226060500015","A0508175 142186001","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260605-071-6","T226060500015","A0508175 142186001","9000174472 0225 01185","9000174472 0326 01575","A0453501","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-071-8","T226060500017","A0596863 237436407","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-1","T226060500177","A0503421 121881902","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-2","T226060500178","A0506293 162761402","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-3","T226060500179","A0506293 160277808","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-4","T226060500180","A0506293 233207204","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-5","T226060500181","A0506293 137485307","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-6","T226060500182","A0506293 173605602","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-7","T226060500183","A0506293 129499615","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-8","T226060500184","A0506293 193585115","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260605-072-9","T226060500185","A0506293 127487003","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-1","T226060800116","A0506293 234923602","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-10","T226060800117","A0506293 222247012","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-072-11","T226060800118","A0506293 231454613","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-072-11","T226060800118","A0506293 231454613","9000174472 1425 20026","9000174472 0426 01917","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-12","T226060800119","A0506293 246714901","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-072-13","T226060800120","A0506293 213557419","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-072-13","T226060800120","A0506293 213557419","9000174472 3925 20015","9000174472 0426 01901","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-14","T226060800121","A0506293 219114405","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-15","T226060800122","A0506293 219353612","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-16","T226060800123","A0506293 213557421","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-17","T226060800124","A0506293 213557412","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-2","T226060800125","A0506293 234923615","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-3","T226060800126","A0506293 226560009","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-4","T226060800127","A0506293 246714908","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-5","T226060800128","A0506293 234923614","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-6","T226060800129","A0506293 223715704","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-7","T226060800130","A0506293 223715705","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-8","T226060800131","A0506293 219114410","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-072-9","T226060800132","A0506293 219114403","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-1","T226060800133","A0563802 169372512","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-1","T226060800133","A0563802 169372512","9000174472 3425 20038","9000174472 4925 20002","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-10","T226060800134","A0496495 165294205","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-10","T226060800134","A0496495 165294205","9000174472 1425 20017","9000174472 5025 20027","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-071-2","T226060800136","A0563802 171644932","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-3","T226060800137","A0496495 171644929","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-3","T226060800137","A0496495 171644929","9000174472 2025 20002","9000174472 4325 20020","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-4","T226060800138","A0563802 165294220","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-4","T226060800138","A0563802 165294220","","","A0477606","5","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-071-5","T226060800139","A0563802 169372507","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-6","T226060800140","A0496495 185317701","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-6","T226060800140","A0496495 185317701","9000174472 1524 20018","9000174472 5025 20032","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260608-071-7","T226060800141","A0496495 165294219","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-8","T226060800142","A0496495 171644919","9000174472 3824 20037","9000174472 4825 20040","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-8","T226060800142","A0496495 171644919","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-9","T226060800143","A0496495 173426305","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260608-071-9","T226060800143","A0496495 173426305","9000174472 1625 20012","9000174472 4325 20014","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-1","T226060900100","A0596863 237436403","","","","","출하검사","작업대기"
"HSIONES","P2","REFURB","260609-071-15","T226060900106","A0563802 168846614","9000174472 4025 20039","9000174472 4925 20025","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-15","T226060900106","A0563802 168846614","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-16","T226060900107","A0496495 171156003","","","","","WET","작업중"
"HSIONES","P2","REFURB","260609-071-17","T226060900108","A0496495 171644922","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-17","T226060900108","A0496495 171644922","9000174472 1825 20021","9000174472 4825 20036","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-18","T226060900109","A0563802 165294222","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-19","T226060900110","A0496495 165294210","","","HSM305A12A016","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-19","T226060900110","A0496495 165294210","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-19","T226060900110","A0496495 165294210","9000174472 1325 20017","9000174472 0926 20006","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-2","T226060900111","A0596863 244245701","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-20","T226060900112","A0496495 171156010","","","A0405465","15","WET","작업중"
"HSIONES","P2","REFURB","260609-071-21","T226060900113","A0563802 168846613","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-21","T226060900113","A0563802 168846613","9000174472 3125 20019","9000174472 4825 20029 ","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-22","T226060900114","A0496495 171156001","9000174472 1825 20019","9000174472 0426 01923","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-22","T226060900114","A0496495 171156001","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-23","T226060900115","A0496495 169372520","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-24","T226060900116","A0496495 168846611","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-25","T226060900117","A0496495 180674013","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-26","T226060900118","A0496495 180674011","9000174472 2025 20018","9000174472 0626 20043","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-26","T226060900118","A0496495 180674011","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-27","T226060900119","A0496495 182789202","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-071-27","T226060900119","A0496495 182789202","9000174472 3625 20021","9000174472 4825 20035","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-071-3","T226060900121","A0596863 250587601","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-1","T226060900128","A0506293 237274207","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-10","T226060900129","A0506293 223715809","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-11","T226060900130","A0506293 219353631","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-12","T226060900131","A0506293 223715802","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-13","T226060900132","A0506293 231454607","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-14","T226060900133","A0506293 232489302","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-15","T226060900134","A0506293 222247008","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-16","T226060900135","A0506293 223715812","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-072-17","T226060900136","A0506293 213557403","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260609-072-17","T226060900136","A0506293 213557403","9000040639 2323 20012","9000174472 1725 20026","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-18","T226060900137","A0506293 212436910","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-19","T226060900138","A0506293 219353607","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-2","T226060900139","A0506293 226560004","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-20","T226060900140","A0506293 219353632","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-21","T226060900141","A0506293 213557402","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-3","T226060900142","A0506293 219353608","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-4","T226060900143","A0506293 222247004","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-5","T226060900144","A0506293 226560008","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-6","T226060900145","A0506293 246714907","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-7","T226060900146","A0506293 234923601","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-8","T226060900147","A0506293 223715707","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260609-072-9","T226060900148","A0506293 240003104","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-071-2","T226061000035","A0508175 144780406","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-1","T226061000158","A0506293 219353622","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-10","T226061000159","A0506293 223715804","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-11","T226061000160","A0506293 223715713","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-12","T226061000161","A0506293 213557401","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-13","T226061000162","A0506293 213557418","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-14","T226061000163","A0506293 226560010","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-15","T226061000164","A0506293 237274201","9000174472 4523 20025","9000174472 1326 20013","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-15","T226061000164","A0506293 237274201","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-16","T226061000165","A0506293 127487021","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-17","T226061000166","A0506293 137079701","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-18","T226061000167","A0506293 235632806","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-19","T226061000168","A0506293 178901401","","","A0405465","15","출하검사","작업중"
"HSIONES","P2","REFURB","260610-072-19","T226061000168","A0506293 178901401","9000174472 3025 20027","9000174472 1426 20016","A0435265","1","출하검사","작업중"
"HSIONES","P2","CHEM SOAK","260610-072-2","T226061000169","A0506293 240003105","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-20","T226061000170","A0506293 233207215","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-21","T226061000171","A0506293 193585125","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-22","T226061000172","A0506293 193585118","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-23","T226061000173","A0506293 246714825","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-24","T226061000174","A0506293 246714818","9000174472 2625 20009","9000174472 1426 20012","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-24","T226061000174","A0506293 246714818","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-25","T226061000175","A0506293 233207212","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-26","T226061000176","A0506293 193585121","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-27","T226061000177","A0506293 129499621","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-28","T226061000178","A0506293 193585108","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-3","T226061000179","A0506293 223715703","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-4","T226061000180","A0506293 240003115","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-5","T226061000181","A0506293 246714909","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-6","T226061000182","A0506293 222247011","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-7","T226061000183","A0506293 219353621","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-7","T226061000183","A0506293 219353621","9000040639 2423 20016","9000174472 4725 20019","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260610-072-7","T226061000183","A0506293 219353621","","","HSM305A12A016","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-8","T226061000184","A0506293 212436914","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260610-072-9","T226061000185","A0506293 240003114","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-12","T226061100123","A0496495 168846618","9000174472 0825 20005","9000174472 4825 20044","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-12","T226061100123","A0496495 168846618","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-13","T226061100124","A0496495 179773106","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-14","T226061100125","A0496495 180674010","","","A0477606","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-14","T226061100125","A0496495 180674010","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-14","T226061100125","A0496495 180674010","9000040639 1323 00875","9000174472 1426 20011","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-16","T226061100127","A0496495 165294206","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-16","T226061100127","A0496495 165294206","9000174472 1925 20002","9000174472 1426 20002","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-17","T226061100128","A0496495 168846622","9000174472 2025 20023","9000174472 1426 20015","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-17","T226061100128","A0496495 168846622","","","HSM305A12A016","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-17","T226061100128","A0496495 168846622","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-18","T226061100129","A0496495 185317704","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-18","T226061100129","A0496495 185317704","","","A0477606","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-18","T226061100129","A0496495 185317704","9000174472 5125 01795","9000174472 1326 20009","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-19","T226061100130","A0496495 165294203","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-19","T226061100130","A0496495 165294203","9000040639 0623 20030","9000174472 0726 20003","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-20","T226061100131","A0496495 171156007","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-5","T226061100203","A0506293 232489307","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-6","T226061100204","A0506293 226560014","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-1","T226061200002","A0506293 234923618","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-2","T226061200003","A0506293 212436902","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260611-072-3","T226061200004","A0506293 223715710","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-4","T226061200005","A0506293 219114406","9000174472 0424 20012","9000174472 1426 20013","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260611-072-4","T226061200005","A0506293 219114406","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-1","T226061500074","A0506293 241063304","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-2","T226061500075","A0506293 240003010","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-3","T226061500076","A0506293 241063311","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-4","T226061500077","A0506293 234923608","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-5","T226061500078","A0506293 246714902","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-6","T226061500079","A0506293 234923617","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260615-072-7","T226061500080","A0506293 219114414","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260615-072-8","T226061500081","A0506293 240003117","9000174472 1225 20010","9000174472 1426 20005","A0435265","1","출하검사","작업완료"
