"","","","","","","","","","","","","","","","","","SHT update","","","","","","","","SHT update","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No.","INDEX1","INDEX2","Customer","Fab","Tool","SS P/N","SS S/N","PO","0247#","수주번호","Note","S/D","Login date","Incoming date","Repair
Location","IONES->SHT","SHT->IONES","Arrival date
in iONES","CLN
Finsh date","Delivery
date","PM Reason","Arrived 
at SHT","Process Needed","Repaired","Refurb/replace reason","SHT Remark ","SHT PO","","Recycle
Count
(T-R-C)","Total wafer","Wafer Pass Copper","Wafer Pass
Nickel","WaferPass Tin-Silver","Wafer Pass 
Tin","Wafer Pass
Gold","Amp-Min Copper            ","Amp-Min 
Nickel","Amp-Min Tin-Silver","Amp-Min 
Tin","Amp-Min 
Gold","History file Date","Pass or Fail","DMR#","NC report content
(Auto // Need to update ""DMR Ctrl CV"" Sheet)","Status","Replcaement part","Repacement PN","Wafer Seal","Contact pin","Cotnact pin
Q'ty","기본
Screw","Screw
Q'ty","Screw other","Screw other
Q'ty","Retainer","Lead in","Lead in Q'ty"
"9315","168846622R","168846622R","Samsung","P2","45676(SEC)","A0496495","168846622","4517543437","0247-06824","240103-071-4","","2","45296","45294","SHT","45296","45308","45313","","45314","Safeseal PM Counts Reach","45300","Refurb","Wafer seal","seal delamination","Wafer Seal A0435265","PO24010500027","","1-1-0","3000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9316","168846616R","168846616R","Samsung","P2","45676(SEC)","A0496495","168846616","4517543544","0247-06824","240103-071-5","","2","45296","45294","SHT","45296","45308","45313","","45314","SPC fail","45300","Chem Soak","","","","PO24010500026","","1-1-0","1154","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9317","171156006R","171156006R","Samsung","P2","45681(SEC)","A0496495","171156006","4517543433","0247-06824","240103-071-6","","2","45296","45294","SHT","45296","45308","45313","","45314","SS High Voltage","45300","Refurb","Wafer seal","seal damage","Wafer Seal A0435265","PO24010500031","","1-1-0","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9318","169372505R","169372505R","Samsung","P2","45681(SEC)","A0563802","169372505","4517543432","0247-07965","240103-071-7","","2","45296","45294","SHT","45296","45308","45313","","45314","SPC fail","45300","Chem Soak","","","","PO24010500028","","1-1-0","1238","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9319","169372515R","169372515R","Samsung","P2","45681(SEC)","A0496495","169372515","4517543436","0247-06824","240103-071-8","","2","45296","45294","SHT","45296","45308","45313","","45314","SPC fail","45300","Refurb","Wafer seal","seal delamination","Wafer Seal A0435265","PO24010500029","","1-1-0","2313","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9462","127487004C","127487004-R0C","Hynix","","21384(Hynix)","A0506293","127487004","4517613031","0247-05612","240116-072-1","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","208","84","208","207","","","","","","","","","","","","","","","","","","","","","","","",""
"9463","193585127C","193585127-R0C","Hynix","","51640(Hynix)","A0506293","193585127","4517613044","0247-05612","240116-072-2","","","45307","45307","","","","","45313","45314","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","1000","","","","1000","","","","","","","","","","","","","","","","","","","","","",""
"9464","133031104C","133031104-R0C","Hynix","","23202(Hynix)","A0496495","133031104","4517612932","0247-04587","240116-072-3","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","221","221","","","221","","4416.61","","","675.69","","","","","","","","","","","","","","","","","",""
"9465","133031106C","133031106-R0C","Hynix","","23202(Hynix)","A0496495","133031106","4517612930","0247-04587","240116-072-4","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","1050","1050","","","1048","","21001.96","","","3202.68","","","","","","","","","","","","","","","","","",""
"9466","133031116C","133031116-R0C","Hynix","","23202(Hynix)","A0496495","133031116","4517612931","0247-04587","240116-072-5","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","65","65","","","65","","1298.77","","","198.56","","","","","","","","","","","","","","","","","",""
"9467","162761406C","162761406-R0C","Hynix","","17769(Hynix)","A0506293","162761406","4517613028","0247-05612","240116-072-6","","","45307","45307","","","","","45313","45314","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","1300","1297","","","","","","","","","","","","","","","","","","","","","","","",""
"9468","178290310C","178290310-R0C","Hynix","","17769(Hynix)","A0506293","178290310","4517613034","0247-05612","240116-072-7","","","45307","45307","","","","","45313","45314","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","1300","1296","","","","","","","","","","","","","","","","","","","","","","","",""
"9474","129499601C","129499601-R0C","Hynix","","21384(Hynix)","A0506293","129499601","4517613030","0247-05612","240116-072-13","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","200","91","200","200","","","","","","","","","","","","","","","","","","","","","","","",""
"9475","133031108C","133031108-R0C","Hynix","","23202(Hynix)","A0496495","133031108","4517612935","0247-04587","240116-072-14","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","801","801","","","801","","","","","","","","","","","","","","","","","","","","","","",""
"9477","160277814C","160277814-R0C","Hynix","","21384(Hynix)","A0506293","160277814","4517613032","0247-05612","240116-072-16","","","45307","45307","","","","","45313","45314","SS Plate UP","","","","","","","","1-0-1","200","118","200","200","","","","","","","","","","","","","","","","","","","","","","","",""
"9479","137485318C","137485318-R0C","Hynix","","51640(Hynix)","A0506293","137485318","4517613020","0247-05612","240116-072-18","","","45307","45307","","","","","45313","45314","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","1000","","","","","","","","","","","","","","","","","","","","","",""
"9470","129499603C","129499603-R0C","Hynix","","17769(Hynix)","A0506293","129499603","4517613025","0247-05612","240116-072-9","","","45307","45307","","","","","45314","45315","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","1300","1297","","","","","","","","","","","","","","","","","","","","","","","",""
"9472","127457606C","127457606-R0C","Hynix","","7022(Hynix)","A0503421","127457606","4517613022","0247-04585","240116-072-11","","","45307","45307","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","155","155","155","","155","","","","","","","","","","","","","","","","","","","","","","",""
"9508","125440615C","125440615-R0C","Hynix","","7022(Hynix)","A0503421","125440615","4517527543","0247-04585","240118-072-1","","","45309","45309","","","","","45314","45315","Safeseal PM Counts Reach","","","","","","","","1-0-1","701","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9514","127487023C","127487023-R0C","Hynix","","7022(Hynix)","A0506293","127487023","4517627548","0247-05612","240118-072-7","","","45309","45309","","","","","45314","45315","failed for chamber fluid level fault","","","","","","","","1-0-1","87","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9516","125440617C","125440617-R0C","Hynix","","7022(Hynix)","A0503421","125440617","4517627552","0247-04585","240118-072-9","","","45309","45309","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","519","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9517","193585101C","193585101-R0C","Hynix","","40383(Hynix)","A0506293","193585101","4517621278","0247-05612","240118-072-10","","","45309","45309","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","45","39","45","16","38","","","","","","","","","","","","","","","","","","","","","","",""
"9518","129499602C","129499602-R0C","Hynix","","17769(Hynix)","A0506293","129499602","4517621263","0247-05612","240118-072-11","","","45309","45309","","","","","45314","45315","","","","","","","","","1-0-1","260","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9519","121881901C","121881901-R0C","Hynix","","7022(Hynix)","A0503421","121881901","4517627547","0247-04585","240118-072-12","","","45309","45309","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","469","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9521","121881914C","121881914-R0C","Hynix","","7022(Hynix)","A0503421","121881914","4517627554","0247-04585","240118-072-14","","","45309","45309","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","150","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9523","129499615C","129499615-R0C","Hynix","","40383(Hynix)","A0506293","129499615","4517621267","0247-05612","240118-072-16","","","45309","45309","","","","","45314","45315","SS Plate UP","","","","","","","","1-0-1","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9302","137485305R","137485305R","Hynix","","62160(Hynix)","A0506293","137485305","4517542227","0247-05612","240102-072-2","","7","45300","45293","SHT","45300","45310","45315","","45316","Safeseal PM Counts Reach
Contact Pin 확인 필요","45303","Chem Soak","","","","PO24010900043","","1-1-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9303","160277820R","160277820R","Hynix","","51640(Hynix)","A0506293","160277820","4517542448","0247-05612","240103-072-1","","6","45300","45294","SHT","45300","45310","45315","","45316","uniformity issue","45303","Chem Soak","","","","PO24010900045","","1-1-0","250","","250","","","250","","","","","","","","","","","","","","","","","","","","","",""
"9510","129499623C","129499623-R0C","Hynix","","40383(Hynix)","A0506293","129499623","4517621266","0247-05612","240118-072-3","","","45309","45309","","","","","45315","45316","SS Plate UP","","","","","","","","1-0-1","18","16","18","2","16","","","","","","","","","","","","","","","","","","","","","","",""
"9511","178901401C","178901401-R0C","Hynix","","40383(Hynix)","A0506293","178901401","4517621258","0247-05612","240118-072-4","","","45309","45309","","","","","45315","45316","wafer broken","","","","","","","","1-0-1","202","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9515","137485317C","137485317-R0C","Hynix","","40383(Hynix)","A0506293","137485317","4517621274","0247-05612","240118-072-8","","","45309","45309","","","","","45315","45316","SS Plate UP","","","","","","","","1-0-1","146","101","146","47","99","","","","","","","","","","","","","","","","","","","","","","",""
"9525","130895037C","130895037-R0C","Samsung","L16","18150(SEC)","A0503419","130895037","4517628830","0247-07525","240119-071-2","","","45310","45310","","","","","45315","45316","SS Plate UP","","","","","","","","1-0-1","75","75","","","75","","1221.34","","","262.02","","","","","","","","","","","","","","","","","",""
"9532","144780405C","144780405-R0C","Samsung","L5","8324(SEC)","A0508175","144780405","4517642798","0247-04900","240122-071-1","","","45313","45313","","","","","45315","45316","Safeseal PM Counts Reach","","","","","","","","1-0-1","5347","5347","","","","","794731.65","","","","","","","","","","","","","","","","","","","","",""
"9535","142186015C","142186015-R0C","Samsung","L5","9049(SEC)","A0508175","142186015","4517642790","0247-04900","240122-071-4","","","45313","45313","","","","","45315","45316","Safeseal PM Counts Reach","","","","","","","","1-0-1","5000","5000","","","","","342782.74","","","","","","","","","","","","","","","","","","","","",""
"9531","124588306C","124588306-R0C","Samsung","L16","18150(SEC)","A0503419","124588306","4517642692","0247-07525","240123-071-3","","","45313","45313","","","","","45317","45318","SS Plate UP","","","","","","","","1-0-1","105","105","","","105","","","","","","","","","","","","","","","","","","","","","","",""
"9539","178290309C","178290309-R0C","Hynix","","21384(Hynix)","A0506293","178290309","4517659448","0247-05612","240124-072-1","","","45315","45315","","","","","45317","45318","SS Plate UP","","","","","","","","1-0-1","356","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9540","125139902C","125139902-R0C","Hynix","","7022(Hynix)","A0503421","125139902","4517659439","0247-04585","240124-072-2","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","700","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9541","127457605C","127457605-R0C","Hynix","","7022(Hynix)","A0503421","127457605","4517659443","0247-04585","240124-072-3","","","45315","45315","","","","","45317","45318","SS Plate UP","","","","","","","","1-0-1","442","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9542","129499624C","129499624-R0C","Hynix","","51640(Hynix)","A0506293","129499624","4517659449","0247-05612","240124-072-4","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","999","","","","","","","","","","","","","","","","","","","","","",""
"9543","178901402C","178901402-R0C","Hynix","","51640(Hynix)","A0506293","178901402","4517659454","0247-05612","240124-072-5","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","999","","","","","","","","","","","","","","","","","","","","","",""
"9544","194118901C","194118901-R0C","Hynix","","51640(Hynix)","A0506293","194118901","4517659461","0247-05612","240124-072-6","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9546","193585122C","193585122-R0C","Hynix","","62160(Hynix)","A0506293","193585122","4517659452","0247-05612","240124-072-8","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","1000","","","","","","","","","","","","","","","","","","","","","",""
"9548","129499611C","129499611-R0C","Hynix","","51640(Hynix)","A0506293","129499611","4517659438","0247-05612","240124-072-10","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9551","173605605C","173605605-R0C","Hynix","","21384(Hynix)","A0506293","173605605","4517659447","0247-05612","240124-072-13","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9552","160277808C","160277808-R0C","Hynix","","51640(Hynix)","A0506293","160277808","4517659455","0247-05612","240124-072-14","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","999","","","","","","","","","","","","","","","","","","","","","",""
"9553","137079708C","137079708-R0C","Hynix","","40383(Hynix)","A0506293","137079708","4517659458","0247-05612","240124-072-15","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","778","1000","258","741","","","","","","","","","","","","","","","","","","","","","","",""
"9555","160277804C","160277804-R0C","Hynix","","51640(Hynix)","A0506293","160277804","4517659462","0247-05612","240124-072-17","","","45315","45315","","","","","45317","45318","Safeseal PM Counts Reach","","","","","","","","1-0-1","1000","","1000","","","1000","","","","","","","","","","","","","","","","","","","","","",""
"9549","160277805C","160277805-R0C","Hynix","","17769(Hynix)","A0506293","160277805","4517659446","0247-05612","240124-072-11","","","45315","45315","","","","","45320","45321","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9571","133031115C","133031115-R0C","Hynix","","23202(Hynix)","A0496495","133031115","4517666525","0247-04587","240125-072-1","","","45316","45316","","","","","45320","45321","SS Plate UP","","","","","","","","1-0-1","169","169","","","169","","3377.17","","","516.55","","","","","","","","","","","","","","","","","",""
"9573","129499604C","129499604-R0C","Hynix","","21384(Hynix)","A0506293","129499604","4517666523","0247-05612","240125-072-3","","","45316","45316","","","","","45320","45321","Safeseal PM Counts Reach","","","","","","","","1-0-1","1002","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9575","160277807C","160277807-R0C","Hynix","","17769(Hynix)","A0506293","160277807","4517666529","0247-05612","240125-072-5","","","45316","45316","","","","","45320","45321","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9576","173605608C","173605608-R0C","Hynix","","7022(Hynix)","A0506293","173605608","4517672918","0247-05612","240126-072-1","","","45317","45317","","","","","45321","45322","SS Plate UP","","","","","","","","1-0-1","497","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9577","127457610C","127457610-R0C","Hynix","","7022(Hynix)","A0503421","127457610","4517672936","0247-04585","240126-072-2","","","45317","45317","","","","","45321","45322","SS Plate UP","","","","","","","","2-0-2","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9578","125139903C","125139903-R0C","Hynix","","7022(Hynix)","A0503421","125139903","4517666524","0247-04585","240126-072-3","","","45317","45317","","","","","45321","45322","SS Plate UP","","","","","","","","1-0-1","302","","","","","","","","","","","","","","","","","","","","","","","","","","",""
